genome	taxgroup	taxclade	genome_type	depth	lat	lon	cruise	station	date	ocean	location	siderophore	n_genomes	n_markers	n_msets	complete	contami	strain_het	genome_size	n_ambig_bp	n_scaffolds	n_contigs	N50_scaff	N50_contig	mean_scaff_len	mean_contig_len	longest_scaff	longest_contig	perc_gc	gc_stdev	code_dens	translation	n_genes	n0_markers	n1_markers	n2_markers	n3_markers	n4_markers	n5_markers
B243-495N3	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	48.19	0.22	0	752754	0	55	55	22193	22193	13686	13686	73924	73924	31.3	2.32	91.01	11	877	376	353	1	0	0	0
B243-495N4	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	54.82	0.29	0	953833	0	56	56	41785	41785	17032	17032	105740	105740	31.5	2.7	91.06	11	1129	308	420	2	0	0	0
B243-495P20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	56.89	0	0	875487	0	38	38	57064	57064	23039	23039	162613	162613	31.4	1.74	91.94	11	1038	309	421	0	0	0	0
B243-496A2	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	85.98	0.3	33.33	1332799	0	55	55	83961	83961	24232	24232	258826	258826	31.4	2.46	92.13	11	1556	78	649	3	0	0	0
B243-496E10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	56.55	0.15	0	925928	0	50	50	56745	56745	18518	18518	164068	164068	31.3	2.77	91.79	11	1129	313	416	1	0	0	0
B243-496G15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	77.68	0.22	0	1255027	0	33	33	101779	101779	38031	38031	177373	177373	31.2	2.26	91.76	11	1418	149	580	1	0	0	0
B243-496M6	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	46.44	0	0	781996	0	56	56	35547	35547	13964	13964	59652	59652	31.4	1.81	91.22	11	890	388	342	0	0	0	0
B243-496N4	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	82.94	0.88	100	1285881	0	67	67	60040	60040	19192	19192	180632	180632	31.5	2.68	91.28	11	1508	103	625	2	0	0	0
B243-497I20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	64.7	0.11	100	969283	0	30	30	150532	150532	32309	32309	346023	346023	31.6	2.09	91.37	11	1106	250	479	1	0	0	0
B243-497J18	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	76.75	0.15	0	1294135	0	44	44	112061	112061	29412	29412	323072	323072	31.2	2.58	91.16	11	1519	148	581	1	0	0	0
B243-497N18	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	40.99	0	0	613403	0	18	18	81902	81902	34077	34077	104504	104504	31.8	1.6	91.07	11	732	462	268	0	0	0	0
B243-498A3	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	86.9	0.15	0	1369500	6	34	34	75535	75535	40279	40279	156782	156782	31.4	2	91.09	11	1614	95	634	1	0	0	0
B243-498B22	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	88.02	0.11	0	1404263	0	28	28	126314	126314	50152	50152	395727	395727	31.2	2.24	91.66	11	1623	79	650	1	0	0	0
B243-498B23	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	69.32	0	0	1097475	7	33	33	81393	81393	33256	33256	169712	169712	31.1	1.33	91.66	11	1289	246	484	0	0	0	0
B243-498C16	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	85.56	0	0	1352122	0	34	34	134534	134534	39768	39768	357509	357509	31.2	2.5	91.25	11	1621	118	612	0	0	0	0
B243-498F21	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	74.54	0	0	1224748	0	45	45	90667	90667	27216	27216	204695	204695	31.1	2.5	91.75	11	1403	171	559	0	0	0	0
B243-498G3	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	55.01	0	0	909658	0	42	42	55007	55007	21658	21658	182492	182492	31.1	2.77	91.08	11	1089	326	404	0	0	0	0
B243-498I20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	90.08	0	0	1519301	0	24	24	252279	252279	63304	63304	540899	540899	31.3	1.73	90.63	11	1811	72	658	0	0	0	0
B243-498J20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	42.18	0	0	704120	0	46	46	25562	25562	15306	15306	50463	50463	31.4	1.94	91.7	11	841	401	329	0	0	0	0
B243-498L10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	70.25	0.88	50	1184921	3	39	39	103864	103864	30382	30382	137672	137672	31	2	90.89	11	1439	215	513	2	0	0	0
B243-498M14	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	54.88	0.22	100	897269	0	41	41	62417	62417	21884	21884	145736	145736	30.9	1.86	92.13	11	1071	358	371	1	0	0	0
B243-498N4	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	85.95	0	0	1365833	0	27	27	166606	166606	50586	50586	346321	346321	31.4	1.57	91.59	11	1597	109	621	0	0	0	0
B243-498N8	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	48.55	0	0	730093	0	40	40	65743	65743	18252	18252	130824	130824	31.3	2.33	91.01	11	873	381	349	0	0	0	0
B243-498P15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	88.93	0	0	1399138	0	26	26	235357	235357	53813	53813	330132	330132	31.5	2.17	91.27	11	1632	63	667	0	0	0	0
B243-498P3	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	75.03	0.44	100	1333911	0	37	37	115703	115703	36051	36051	256521	256521	31.1	3.57	90.39	11	1551	153	576	1	0	0	0
B245a-518A17	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	94	0.04	0	1565950	2	37	37	209203	209203	42322	42322	397847	397847	31.3	2.11	90.61	11	1844	48	681	1	0	0	0
B245a-518A6	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.35	0.11	100	1274608	2	48	48	49598	49598	26554	26554	168885	168885	31.4	2.46	91.12	11	1502	146	583	1	0	0	0
B245a-518E10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	74.67	0	0	1167764	0	22	22	323197	323197	53080	53080	325534	325534	31.5	2.44	92.76	11	1287	165	565	0	0	0	0
B245a-518I6	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	80.89	0	0	1232385	0	50	50	62438	62438	24647	24647	299899	299899	31.5	2.46	91.42	11	1422	122	608	0	0	0	0
B245a-518J7	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	72.51	0.04	0	1197025	1	44	44	71422	71422	27205	27205	274009	274009	31.5	2.01	91.52	11	1391	173	556	1	0	0	0
B245a-518K17	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	76.84	0.11	100	1258899	1	45	45	81981	81981	27975	27975	143704	143704	31.3	1.86	90.18	11	1497	170	559	1	0	0	0
B245a-518O7	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	78.89	0.22	0	1376043	2	36	36	154454	154454	38223	38223	622125	622125	31.2	2.13	91.02	11	1626	149	580	1	0	0	0
B245a-519A13	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	64.35	0.05	100	1062938	0	36	36	89767	89767	29526	29526	138630	138630	31.1	2.05	91.57	11	1250	259	470	1	0	0	0
B245a-519B7	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	45.76	0.07	100	662996	0	16	16	67479	67479	41437	41437	180612	180612	31.5	0.6	92.22	11	751	415	314	1	0	0	0
B245a-519C7	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	78.37	0	0	1237311	13	45	46	87440	87440	27495	26897	197437	197437	31.5	2.95	92.1	11	1423	135	595	0	0	0	0
B245a-519D13	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	74.15	0.11	0	1205656	0	58	58	105227	105227	20787	20787	190651	190651	31.3	2.96	91.09	11	1421	166	563	1	0	0	0
B245a-519E23	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	68.02	0.07	100	1043422	0	41	41	112041	112041	25449	25449	210347	210347	31.5	2.59	91.89	11	1213	211	518	1	0	0	0
B245a-519G16	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	72.44	0	0	1164172	0	41	41	76112	76112	28394	28394	131025	131025	31.1	2.32	90.63	11	1395	214	516	0	0	0	0
B245a-519L21	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.08	0	0	1281535	0	45	45	121317	121317	28478	28478	250840	250840	31.2	2.44	91.68	11	1486	149	581	0	0	0	0
B245a-519O11	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	71.78	0.66	100	1186051	0	40	40	64997	64997	29651	29651	259715	259715	31.2	2.09	91.76	11	1338	215	513	2	0	0	0
B245a-519O21	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.23	0	0	1180281	0	25	25	157246	157246	47211	47211	273894	273894	31.6	1.97	92	11	1332	134	596	0	0	0	0
B245a-520B18	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	76.52	0.07	0	1221062	0	51	51	46826	46826	23942	23942	129630	129630	31.4	1.99	91.86	11	1432	159	570	1	0	0	0
B245a-520D2	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	54.98	0	0	901923	5	41	41	93304	93304	21998	21998	169930	169930	31.4	1.8	91.31	11	1037	325	405	0	0	0	0
B245a-520E22	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	59.89	0.22	0	1002753	0	46	46	61810	61810	21798	21798	187619	187619	31.1	2.26	91.36	11	1185	279	449	2	0	0	0
B245a-520F22	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	79.58	0	0	1255354	0	44	44	94453	94453	28530	28530	220625	220625	31.5	2.91	92.35	11	1420	121	609	0	0	0	0
B245a-520K10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	87.88	0.69	33.33	1352328	0	33	33	276091	276091	40979	40979	402403	402403	31.6	2.15	91.49	11	1556	70	657	3	0	0	0
B245a-521A19	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	65.9	0.04	0	1017037	0	48	48	56191	56191	21188	21188	154745	154745	31.1	1.72	92.13	11	1224	250	479	1	0	0	0
B245a-521B10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	89.1	0.19	100	1455696	0	43	43	118958	118958	33853	33853	213362	213362	31.2	2.41	91.73	11	1701	77	651	2	0	0	0
B245a-521C8	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	50.38	0	0	773182	1	38	38	60298	60298	20346	20346	118748	118748	31.3	2.67	91.31	11	925	376	354	0	0	0	0
B245a-521K15	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	85.11	0.05	100	1333895	0	34	34	171978	171978	39232	39232	321423	321423	31.3	2.25	91.62	11	1584	113	616	1	0	0	0
B245a-521M10	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	58.85	0.04	100	1036640	1	43	43	44602	44602	24107	24107	108784	108784	30.9	3.31	90.2	11	1245	342	387	1	0	0	0
B245a-521N5	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	36.1	0.06	0	646273	2	38	38	40482	40480	17007	17007	132432	132432	31.4	2.19	90.53	11	799	435	293	2	0	0	0
B245a-521O20	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	88.29	0.22	50	1463167	32	31	32	211521	211521	47198	45722	366802	366802	31.2	2.41	90.95	11	1730	82	646	2	0	0	0
B245a-521O23	prochlorococcus	proHL2	sag		31.07	-64.17	BATS	BATS		n_atlantic	BATS	0	18	730	228	50	0.03	100	761451	2	57	57	22485	22485	13358	13358	137351	137351	31.8	2.39	92.15	11	915	325	404	1	0	0	0
GP2	prochlorococcus	proHL2	isolate	150	8	136			9/1/92	n_pacific		0	18	730	228	99.78	0	0	1622841	0	10	10	416038	416038	162284	162284	459909	459909	31.2	0.93	90.76	11	1848	1	729	0	0	0	0
MIT0604	prochlorococcus	proHL2	isolate	125	23.75	-158			5/25/06	n_pacific	HOT	0	18	730	228	99.85	0	0	1780061	0	1	1	1780061	1780061	1780061	1780061	1780061	1780061	31.2	0	89.92	11	2069	1	729	0	0	0	0
MIT1314	prochlorococcus	proHL2	isolate	150	23.75	-158				n_pacific	HOT	0	18	730	228	100	0.05	0	1704447	0	1	1	1704447	1704447	1704447	1704447	1704447	1704447	31.2	0	89.65	11	1928	0	729	1	0	0	0
MIT9321	prochlorococcus	proHL2	isolate	50	1	-92			11/12/93	n_pacific		0	18	730	228	100	0.55	75	1658664	0	10	10	259210	259210	165866	165866	361189	361189	31.2	1.06	90.73	11	1915	0	726	4	0	0	0
MIT9322	prochlorococcus	proHL2	isolate	0	0.266666	-93			11/16/93	n_pacific		0	18	730	228	100	0.51	75	1657550	0	11	11	367597	367597	150686	150686	557610	557610	31.2	2.92	90.73	11	1913	0	726	4	0	0	0
SB	prochlorococcus	proHL2	isolate	40	35	138.3			10/1/92	n_pacific		0	18	730	228	100	0	0	1668514	0	3	3	1237529	1237529	556171	556171	1237529	1237529	31.5	5.39	90.87	11	1898	0	730	0	0	0	0
HOT-208-60m	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	34.31	0.09	0	666947	3	79	79	15678	15677	8442	8442	66388	66388	31.3	2.68	90.67	11	842	455	274	1	0	0	0
HOT208-60m-805A16	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	52.8	0.08	50	877677	0	63	63	36712	36712	13931	13931	67319	67319	31.3	3.38	90.38	11	1089	376	352	2	0	0	0
HOT208-60m-808A10	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	46.82	0.15	100	859780	0	83	83	22167	22167	10358	10358	79713	79713	31.2	2.65	87.96	11	1078	389	340	1	0	0	0
HOT208-60m-808G21	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	72.72	0	0	1154262	2	52	52	64643	64643	22197	22197	116235	116235	31.4	2.69	91.48	11	1312	203	527	0	0	0	0
HOT208-60m-808M21	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	73.21	0.15	100	1294322	4	87	87	30376	30376	14877	14877	105198	105198	31.1	2.31	89.72	11	1602	197	532	1	0	0	0
HOT208-60m-810B23	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	86.42	0.12	100	1443321	0	72	72	58801	58801	20046	20046	168275	168275	31.1	2.66	90.45	11	1711	135	593	2	0	0	0
HOT208-60m-810P02	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	71.43	0.18	100	1188098	15	70	71	39002	37194	16972	16733	159345	159345	31.3	2.33	91.33	11	1407	177	551	2	0	0	0
HOT208-60m-813B04	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	59.65	0	0	1062928	9	67	67	32188	32188	15864	15864	106710	106710	31.3	2.25	90.38	11	1294	290	440	0	0	0	0
HOT208-60m-813G15	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	80.43	0	0	1290622	3	59	59	43558	43558	21874	21874	206119	206119	31.2	2.33	90.84	11	1534	154	576	0	0	0	0
HOT208-60m-813I02	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	80.27	0.19	0	1351213	4	87	87	43654	43654	15531	15531	96147	96147	31.4	2.5	91.04	11	1567	136	592	2	0	0	0
HOT208-60m-813L03	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	61.42	0	0	992510	1	72	72	37175	37175	13784	13784	85705	85705	31.4	2.08	90.93	11	1169	272	458	0	0	0	0
HOT208-60m-813O04	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	42.19	0.83	72.73	820364	26	114	116	10097	10097	7196	7071	52098	52097	31.5	2.72	92	11	998	371	348	11	0	0	0
HOT208-60m-813O14	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	74.38	0.48	40	1206100	2	60	60	58628	58628	20101	20101	153005	153005	31.2	2.63	91.12	11	1434	181	544	5	0	0	0
HOT212-60m-824C06	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	48.61	0.05	0	883194	8	77	77	25676	25676	11470	11469	58439	58439	31.2	2.41	89.47	11	1105	392	337	1	0	0	0
HOT212-60m-824E10	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	54.23	0.15	0	934852	4	79	79	21792	21792	11833	11833	49597	49597	31.2	2.19	90.35	11	1156	334	395	1	0	0	0
HOT212-60m-824O11	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	44.82	0.27	0	677671	10	66	66	25918	25918	10267	10267	54635	54635	32	2.57	92.48	11	764	390	338	2	0	0	0
HOT212-60m-826P21	prochlorococcus	proHL2	sag		23.75	-158				n_pacific	HOT	0	18	730	228	62.97	0.64	66.67	1074492	0	91	91	19697	19697	11807	11807	89235	89235	31.4	2.2	90.49	11	1304	262	465	3	0	0	0
AG-347-B08	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	48.34	0	0	788178	0	32	32	37177	37177	24630	24630	129426	129426	30.9	2.85	89.96	11	932	389	341	0	0	0	0
AG-347-B23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	74.24	0.07	0	1220092	0	48	48	51316	51316	25418	25418	97710	97710	31.5	2.41	90.6	11	1440	166	563	1	0	0	0
AG-347-C10	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	74.95	0	0	1258105	0	54	54	47768	47768	23298	23298	116243	116243	31.1	3.71	89.96	11	1492	190	540	0	0	0	0
AG-347-E03	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	83.75	0	0	1376825	0	42	42	94283	94283	32781	32781	238952	238952	31.3	3.18	91.16	11	1568	122	608	0	0	0	0
AG-347-E23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	90.42	0	0	1502555	0	31	31	82129	82129	48469	48469	291512	291512	31.3	2.44	90.85	11	1746	73	657	0	0	0	0
AG-347-G18	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	96.73	0	0	1593016	0	25	25	186071	186071	63720	63720	435251	435251	31.2	2.28	90.5	11	1830	45	685	0	0	0	0
AG-347-G20	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	90.94	0	0	1456849	0	35	35	100177	100177	41624	41624	369930	369930	31.3	2.53	90.81	11	1672	83	647	0	0	0	0
AG-347-G22	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	83.57	0.05	0	1326614	0	42	42	85196	85196	31586	31586	160119	160119	31.4	2.37	91.69	11	1529	116	613	1	0	0	0
AG-347-I04	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.7	0	0	1473772	0	34	34	80034	80034	43346	43346	334005	334005	31.4	2.15	91	11	1667	55	675	0	0	0	0
AG-347-I06	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	95.52	0	0	1524652	0	21	21	354096	354096	72602	72602	496282	496282	31.3	2.84	90.94	11	1760	33	697	0	0	0	0
AG-347-I15	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	84.83	0.04	0	1285259	0	34	34	183906	183906	37801	37801	421335	421335	31.4	3.89	91.15	11	1454	102	627	1	0	0	0
AG-347-I19	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.5	0	0	1463307	0	26	26	116244	116244	56281	56281	481130	481130	31.5	2.19	91.14	11	1684	45	685	0	0	0	0
AG-347-I21	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	94.19	0	0	1557900	0	40	40	99033	99033	38947	38947	314782	314782	31.4	3.11	90.33	11	1825	51	679	0	0	0	0
AG-347-I22	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	65	0	0	1035590	0	70	70	28124	28124	14794	14794	99203	99203	32.2	3.28	91.37	11	1184	245	485	0	0	0	0
AG-347-I23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	60.58	0	0	1057338	0	29	29	62826	62826	36459	36459	98386	98386	31.1	2.4	90.74	11	1258	265	465	0	0	0	0
AG-347-J05	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	42.6	0	0	725890	0	32	32	34603	34603	22684	22684	109098	109098	31.4	2.21	91.96	11	817	381	349	0	0	0	0
AG-347-J06	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	85.9	0	0	1412937	0	51	51	62819	62819	27704	27704	202517	202517	31.2	2.33	90.78	11	1634	106	624	0	0	0	0
AG-347-J14	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	88.15	0	0	1498306	0	24	24	115565	115565	62429	62429	306637	306637	31.3	2.32	90.46	11	1732	65	665	0	0	0	0
AG-347-J19	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	93.23	0	0	1592054	0	20	20	179178	179178	79602	79602	223226	223226	31.3	1.32	90.92	11	1833	41	689	0	0	0	0
AG-347-J20	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	92.26	0	0	1403792	0	32	32	87429	87429	43868	43868	204178	204178	31.5	1.9	91.15	11	1624	56	674	0	0	0	0
AG-347-J21	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	89.21	0.15	0	1421082	0	26	26	101026	101026	54657	54657	205392	205392	31.5	1.92	91.26	11	1613	54	675	1	0	0	0
AG-347-J23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	78.43	0	0	1336622	0	43	43	59756	59756	31084	31084	156736	156736	31.3	2.7	90.43	11	1546	135	595	0	0	0	0
AG-347-K02	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.25	0.22	0	1454557	0	35	35	166972	166972	41558	41558	206789	206789	31.2	2.12	91.31	11	1696	75	654	1	0	0	0
AG-347-K10	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	82.03	0.44	0	1335039	0	34	34	63171	63171	39265	39265	137066	137066	31.4	2.01	90.71	11	1571	90	639	1	0	0	0
AG-347-K15	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	76.14	0	0	1165132	0	50	50	53833	53833	23302	23302	131652	131652	31.4	2.2	91.08	11	1357	169	561	0	0	0	0
AG-347-K16	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	94.34	0.15	0	1566220	0	37	37	82116	82116	42330	42330	249493	249493	31.3	2.05	90.61	11	1786	41	688	1	0	0	0
AG-347-K17	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.12	0	0	1497472	0	25	25	141954	141954	59898	59898	218656	218656	31.2	3.77	90.67	11	1736	57	673	0	0	0	0
AG-347-K18	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	94.13	0	0	1567557	0	20	20	180916	180916	78377	78377	375240	375240	31.2	1.83	90.83	11	1793	31	699	0	0	0	0
AG-347-K19	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	89.67	0	0	1469081	0	36	36	101493	101493	40807	40807	254678	254678	31.5	2.37	91.11	11	1693	63	667	0	0	0	0
AG-347-K20	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	90.03	0.19	0	1509006	0	30	30	136459	136459	50300	50300	300485	300485	31.6	3.21	91.02	11	1674	59	669	2	0	0	0
AG-347-K21	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	45.85	0.07	0	774245	0	42	42	27100	27100	18434	18434	58825	58825	31.8	2.12	90.99	11	849	379	350	1	0	0	0
AG-347-K22	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	55	0.11	100	866944	0	37	37	39832	39832	23430	23430	157210	157210	31.6	2.5	92.01	11	977	321	408	1	0	0	0
